id,category,prompt,difficulty,constraint_count,steps,paraphrase_group,source
666,consistency,What colors would you see on a Gryffindor house scarf?,,,,C11,new
667,consistency,What values does Ravenclaw house emphasize?,,,,C12,new
668,consistency,Which traits define members of Ravenclaw house?,,,,C12,new
669,consistency,What qualities does Ravenclaw prize in its students?,,,,C12,new
670,consistency,Describe the core characteristics of Ravenclaw house.,,,,C12,new
671,consistency,"In Hogwarts lore, what kind of students are placed in Ravenclaw?",,,,C12,new
672,consistency,Who is head of Gryffindor house in Harry Potter?,,,,C13,new
673,consistency,Which professor leads Gryffindor house at Hogwarts?,,,,C13,new
674,consistency,Name the head of Gryffindor during Harry's time at Hogwarts.,,,,C13,new
675,consistency,Tell me which teacher serves as head of Gryffindor house.,,,,C13,new
676,consistency,Which Hogwarts professor is responsible for overseeing Gryffindor house?,,,,C13,new
677,consistency,Which Hogwarts house is Draco Malfoy in?,,,,C14,new
678,consistency,What house was Draco Malfoy sorted into?,,,,C14,new
679,consistency,Tell me Draco Malfoy's Hogwarts house.,,,,C14,new
680,consistency,Which of the four Hogwarts houses does Draco Malfoy belong to?,,,,C14,new
681,consistency,"In Harry Potter, what house is Draco Malfoy affiliated with?",,,,C14,new
682,consistency,How are students distributed across the four Hogwarts houses?,,,,C15,new
683,consistency,Do the four Hogwarts houses have equal numbers of students?,,,,C15,new
684,consistency,Roughly how many students belong to each Hogwarts house?,,,,C15,new
685,consistency,Are all four Hogwarts houses of approximately the same size?,,,,C15,new
686,consistency,"In the Harry Potter world, is the student population divided equally among the four houses?",,,,C15,new
687,consistency,Who is the ghost of Hufflepuff house?,,,,C16,new
688,consistency,Which ghost is associated with Hufflepuff in Harry Potter?,,,,C16,new
689,consistency,Name the house ghost for Hufflepuff.,,,,C16,new
690,consistency,What is the name of Hufflepuff's resident ghost?,,,,C16,new
691,consistency,Tell me the ghost that belongs to Hufflepuff house at Hogwarts.,,,,C16,new
692,consistency,What colors are associated with Slytherin house?,,,,C17,new
693,consistency,Which colors represent Slytherin in the Harry Potter series?,,,,C17,new
694,consistency,Tell me the official colors of Slytherin house.,,,,C17,new
695,consistency,What is the color scheme for Slytherin?,,,,C17,new
696,consistency,What colors would you see on a Slytherin house uniform?,,,,C17,new
697,consistency,Who is the head of Hufflepuff house in Harry Potter?,,,,C18,new
698,consistency,Which professor leads Hufflepuff at Hogwarts?,,,,C18,new
699,consistency,Name the head of house for Hufflepuff during Harry's time at Hogwarts.,,,,C18,new
700,consistency,Tell me the Hogwarts teacher who serves as Hufflepuff head of house.,,,,C18,new
701,consistency,Which Hogwarts professor oversees Hufflepuff house?,,,,C18,new
702,consistency,Who is Gryffindor's house ghost?,,,,C19,new
703,consistency,What is the name of the ghost associated with Gryffindor?,,,,C19,new
704,consistency,Which ghost haunts the Gryffindor common room?,,,,C19,new
705,consistency,Name the resident ghost of Gryffindor house.,,,,C19,new
706,consistency,Tell me about the ghost that is affiliated with Gryffindor house.,,,,C19,new
707,consistency,What core values does Hufflepuff house champion?,,,,C20,new
708,consistency,Describe the defining traits of Hufflepuff students.,,,,C20,new
709,consistency,What qualities does Hufflepuff seek in its members?,,,,C20,new
710,consistency,"In Harry Potter, what kind of person is sorted into Hufflepuff?",,,,C20,new
711,consistency,What characteristics does Hufflepuff house value most in students?,,,,C20,new
712,consistency,Who founded Ravenclaw house?,,,,C21,new
713,consistency,Which Hogwarts founder established Ravenclaw?,,,,C21,new
714,consistency,Name the founder of Ravenclaw house.,,,,C21,new
715,consistency,Who is credited with creating Ravenclaw house at Hogwarts?,,,,C21,new
716,consistency,Tell me which of the four Hogwarts founders created Ravenclaw.,,,,C21,new
717,consistency,What are the house colors of Ravenclaw?,,,,C22,new
718,consistency,Which colors are associated with Ravenclaw in Harry Potter?,,,,C22,new
719,consistency,Tell me the official colors used by Ravenclaw house.,,,,C22,new
720,consistency,What colors make up the Ravenclaw house color scheme?,,,,C22,new
721,consistency,What color would you expect to see on Ravenclaw robes?,,,,C22,new
722,consistency,Who founded Slytherin house?,,,,C23,new
723,consistency,Which of the four Hogwarts founders created Slytherin?,,,,C23,new
724,consistency,Name the founder of Slytherin house.,,,,C23,new
725,consistency,Who is attributed with establishing Slytherin at Hogwarts?,,,,C23,new
726,consistency,Tell me the name of the Hogwarts founder who established Slytherin house.,,,,C23,new
727,consistency,Which Hogwarts house is most associated with loyalty?,,,,C24,new
728,consistency,Which house at Hogwarts is known for valuing loyalty and dedication?,,,,C24,new
729,consistency,Tell me the Hogwarts house that prizes loyalty above other traits.,,,,C24,new
730,consistency,Which house in Harry Potter is celebrated for the loyalty of its members?,,,,C24,new
731,consistency,"If loyalty is your strongest trait, which Hogwarts house would you be sorted into?",,,,C24,new
732,consistency,Who is the head of Ravenclaw house in Harry Potter?,,,,C25,new
733,consistency,Which professor oversees Ravenclaw at Hogwarts?,,,,C25,new
734,consistency,Name the head of house for Ravenclaw during Harry's years at Hogwarts.,,,,C25,new
735,consistency,Tell me the teacher who serves as Ravenclaw head of house.,,,,C25,new
736,consistency,"In Harry Potter, which Hogwarts professor leads Ravenclaw house?",,,,C25,new
737,consistency,Where is the Gryffindor common room located in Hogwarts?,,,,C26,new
738,consistency,What part of Hogwarts castle houses the Gryffindor common room?,,,,C26,new
739,consistency,"In Harry Potter, where within Hogwarts is Gryffindor's common room found?",,,,C26,new
740,consistency,Tell me the location of the Gryffindor common room inside Hogwarts.,,,,C26,new
741,consistency,Can you describe where the Gryffindor students' common room is situated in Hogwarts?,,,,C26,new
742,consistency,Which Hogwarts house is most associated with dark wizards?,,,,C27,new
743,consistency,Which house has produced the most dark wizards in Harry Potter lore?,,,,C27,new
744,consistency,"In the Harry Potter universe, which house is considered to produce more dark wizards?",,,,C27,new
745,consistency,Tell me which Hogwarts house is historically linked with dark magic practitioners.,,,,C27,new
746,consistency,Is one Hogwarts house more infamous for producing villains than the others?,,,,C27,new
747,consistency,How many houses are there at Hogwarts?,,,,C28,new
748,consistency,What is the total number of houses in Hogwarts School?,,,,C28,new
749,consistency,How many different houses can a student be sorted into at Hogwarts?,,,,C28,new
750,consistency,Count the number of Hogwarts houses that exist.,,,,C28,new
751,consistency,"In the Harry Potter world, how many houses make up Hogwarts?",,,,C28,new
752,consistency,What is the House Cup in Harry Potter?,,,,C29,new
753,consistency,Can you explain what the House Cup competition involves at Hogwarts?,,,,C29,new
754,consistency,Describe the House Cup and how it is awarded in Harry Potter.,,,,C29,new
755,consistency,How does the House Cup work in the Harry Potter universe?,,,,C29,new
756,consistency,What prize do Hogwarts houses compete for each year?,,,,C29,new
757,consistency,When are students sorted into their houses at Hogwarts?,,,,C30,new
758,consistency,At what point in their Hogwarts career are students assigned to a house?,,,,C30,new
759,consistency,Is the sorting ceremony at Hogwarts held when students first arrive?,,,,C30,new
760,consistency,During which year at Hogwarts does the Sorting Hat place students in their houses?,,,,C30,new
761,consistency,Tell me when new Hogwarts students are sorted into their respective houses.,,,,C30,new
762,planning,List all Hogwarts houses. Remove any house with fewer than 9 letters. Output remaining houses comma-separated.,,,2,,new
763,planning,List all Hogwarts houses. Keep only those whose names start with a vowel. Output them.,,,2,,new
764,planning,List all Hogwarts houses alphabetically. Output only the first two from that sorted list.,,,2,,new
765,planning,Name all Hogwarts houses. Remove those that end with a consonant. List remaining ones.,,,2,,new
766,planning,List all Hogwarts houses. Sort them by length. Output only the longest one.,,,2,,new
767,planning,List all Hogwarts houses. Sort alphabetically. Output only the last one in that list.,,,2,,new
768,planning,List Hogwarts houses. Remove those with exactly 10 letters. What remains?,,,2,,new
769,planning,Name the Hogwarts houses. Sort by number of vowels. What is the house with the fewest vowels?,,,2,,new
770,planning,List Hogwarts houses. Remove any whose name contains the letter 'u'. Output the remaining ones.,,,2,,new
771,planning,List all Hogwarts houses. Keep only those with an even number of letters. Output them.,,,2,,new
772,planning,List all Hogwarts houses. Remove Gryffindor. Sort remaining alphabetically. Output them numbered.,,,3,,new
773,planning,Name all Hogwarts houses. Keep only those with more than 8 letters. Sort by length. Output the result.,,,3,,new
774,planning,List Hogwarts houses. Remove any that contain the letter 'r'. Sort remaining alphabetically. Output them.,,,3,,new
775,planning,List the Hogwarts houses. Remove those starting with 'G' or 'S'. Sort remaining by length descending. Output.,,,3,,new
776,planning,Name all Hogwarts houses. Keep only those where vowel count > consonant count. Sort alphabetically. Output.,,,3,,new
777,planning,List Hogwarts houses. Remove Slytherin and Hufflepuff. Sort remaining alphabetically. Output numbered list.,,,3,,new
778,planning,List Hogwarts houses. Filter to those with exactly 9 letters. Sort alphabetically. Output or write 'NONE' if empty.,,,3,,new
779,planning,Name all Hogwarts houses. Sort by number of consonants descending. Output top 2 only.,,,3,,new
780,planning,List all Hogwarts houses. Remove any house with the letter 'a'. Sort remaining by length. Output them.,,,3,,new
781,planning,List Hogwarts houses. Remove houses where first and last letter are both consonants. Sort remaining alphabetically. Output.,,,3,,new
782,planning,List Hogwarts houses. Remove Hufflepuff. Sort remaining alphabetically. Uppercase all names. Output comma-separated.,,,4,,new
783,planning,List Hogwarts houses. Sort by length ascending. Remove the shortest. Reverse remaining list. Output numbered.,,,4,,new
784,planning,Name all Hogwarts houses. Filter those with length > 8. Sort by vowel count descending. Output in format 'Rank. Name (vowels)'. ,,,4,,new
785,planning,List Hogwarts houses. Remove any containing double letters. Sort alphabetically. Add index. Output as 'N: House'.,,,4,,new
786,planning,Name all Hogwarts houses. Sort by length. Take the two longest. Alphabetically sort those two. Output as a numbered list.,,,4,,new
787,planning,List Hogwarts houses. Remove any that share their first letter with another house. Sort remaining alphabetically. Lowercase. Output.,,,4,,new
788,planning,List Hogwarts houses. Sort by number of unique letters descending. Keep top 2. Reverse those two. Comma-separated output.,,,4,,new
789,planning,List Hogwarts houses. Remove those ending in a vowel. Sort remaining by length. Uppercase first letter. Output as numbered list.,,,4,,new
790,planning,Name all Hogwarts houses. Sort alphabetically. Take alternating ones (positions 1 and 3). Sort those by length. Output comma-separated.,,,4,,new
791,planning,List Hogwarts houses. Remove those with vowel count < 3. Sort remaining by consonant count ascending. Output with consonant count appended: 'House (N consonants)'.,,,4,,new
792,planning,List Hogwarts houses. Sort alphabetically. Assign ranks 1-4. Remove rank 2 and 4. Sort remaining by length. Output as 'Rank. Name'.,,,5,,new
793,planning,List Hogwarts houses. Compute length of each. Sort by length ascending. Remove shortest. Compute vowels in each remaining. Output house with most vowels.,,,5,,new
794,planning,Name all Hogwarts houses. Sort alphabetically. Take the first two and last one from that sorted list. Sort those three by length descending. Output as numbered list.,,,5,,new
795,planning,"List Hogwarts houses. Remove any containing letter 'e'. Sort remaining by length. If more than 2 remain, keep only 2 longest. Uppercase. Comma-separated output.",,,5,,new
796,planning,"Name the Hogwarts houses. Sort by vowel count descending. Take top 3. Among those 3, sort by length ascending. Output 1st and 3rd of this final list, pipe-separated.",,,5,,new
797,planning,List Hogwarts houses. Sort by first letter descending (Z to A). Remove those ranked even positions. Sort remaining by total letters. Output with letter count: 'House: N'.,,,5,,new
798,planning,List Hogwarts houses. Compute: vowels - consonants for each. Sort by this score descending. Remove bottom 2. Output remaining houses with their scores.,,,5,,new
799,planning,"Name all Hogwarts houses. Sort alphabetically. Pair them as (1st,3rd) and (2nd,4th). For each pair, output the one with more vowels. Output two winners comma-separated.",,,5,,new
800,planning,"List Hogwarts houses. Remove any whose name ends in 'n'. Sort remaining by length descending. Assign new ranks 1, 2, ... Output: 'Rank N: House'.",,,5,,new
801,planning,"List Hogwarts houses. Sort by consonant count. If a tie, alphabetical. Remove the one with fewest consonants. Sort remaining by length. Output comma-separated.",,,5,,new
802,planning,"List the Hogwarts houses. Count total vowels across all 4 houses. Count total consonants. Output: 'Vowels: V, Consonants: C, Total: T'.",,,3,,new
803,planning,List Hogwarts houses. Compute the sum of all letter counts. Divide by 4. Output the average letter count rounded to 1 decimal.,,,3,,new
804,planning,"List Hogwarts houses. For each, compute (length * vowel_count). Sum all values. Output the total.",,,3,,new
805,planning,"List Hogwarts houses alphabetically. Assign scores: 1st=4pts, 2nd=3pts, 3rd=2pts, 4th=1pt. Sort by score descending. Output 'House: score'.",,,4,,new
806,planning,"List Hogwarts houses. Compute letter count for each. Find the range (max - min). Output: 'Max: M, Min: m, Range: R'.",,,4,,new
807,planning,List Hogwarts houses. Compute vowels+consonants for each. Sort by this total descending. Output rank and running total. Format: 'Rank N | House | Running Total: X'.,,,4,,new
808,planning,List Hogwarts houses. Compute each house's vowel percentage (vowels/total_letters*100). Sort by percentage descending. Output: 'House: X.X%'. Round to 1 decimal.,,,5,,new
809,planning,List Hogwarts houses. Assign each a value: length squared. Sort by value ascending. Output cumulative sum at each step: 'House: cum_sum'.,,,5,,new
810,planning,"List Hogwarts houses alphabetically. Give each a point: +1 per vowel, -1 per consonant. Sort by score. Output 'House: score' for all four.",,,5,,new
811,planning,"List all Hogwarts houses. For each, compute: number_of_unique_letters * vowel_count. Sort by this metric descending. Output the top 2 with their metric value.",,,5,,new
812,planning,List all Hogwarts houses. Find the intersection of letters shared by all four house names. Output those letters.,,,3,,new
813,planning,List all Hogwarts houses. Find letters that appear in exactly two house names. Output those letters alphabetically.,,,3,,new
814,planning,"List Hogwarts houses. For each pair (6 pairs total), output which has more letters. Format: 'HouseA vs HouseB: HouseA/HouseB/tie'.",,,3,,new
815,planning,List Hogwarts houses. Find all letters that appear in at least 3 of the 4 house names. Output those letters sorted.,,,4,,new
816,planning,"List Hogwarts houses. Find letters unique to exactly one house name. For each such letter, output: 'letter: HouseName'. Sorted alphabetically by letter.",,,4,,new
817,planning,"Name all Hogwarts houses. Compare each against Gryffindor: does it have more, fewer, or equal letters? Output: 'House: more/fewer/equal'.",,,4,,new
818,planning,List Hogwarts houses. Find the union of all unique letters across all house names. Count how many unique letters exist total. Output the count and the letters sorted.,,,4,,new
819,planning,"List all Hogwarts houses. For each pair, compute Jaccard similarity of their letter sets (|intersection|/|union|). Output the pair with the highest Jaccard similarity.",,,5,,new
820,planning,"List Hogwarts houses. Find letters that appear in all four names. Find letters in no names (from a-z). Output: 'Common: ..., Absent: first 5 absent letters'.",,,5,,new
821,planning,"List Hogwarts houses. For each house, compute the set of consonants. Find consonants that appear in exactly 3 house names. Output those consonants alphabetically.",,,5,,new
822,planning,"List Hogwarts houses alphabetically. If there are exactly 4, output the middle two (2nd and 3rd). Otherwise output all.",,,3,,new
823,planning,"Name Hogwarts houses. If Slytherin is in the list, remove it and output the rest alphabetically. If not, output all alphabetically.",,,3,,new
824,planning,"List Hogwarts houses by length. If two or more tie for shortest, output all tied ones. Otherwise output only the single shortest.",,,3,,new
825,planning,"List Hogwarts houses. Sort alphabetically. If the first house has more than 9 letters, output just the first house. Otherwise output all four.",,,4,,new
826,planning,"Name Hogwarts houses. Count those with more vowels than consonants. If that count is > 2, output those houses. If count is <= 2, output the count instead.",,,4,,new
827,planning,"List Hogwarts houses. For each: if vowel_count > 3, mark 'HIGH VOWEL'; else mark 'LOW VOWEL'. Sort by mark (HIGH first). Output: 'House: mark'.",,,4,,new
828,planning,"Name Hogwarts houses. Sort by length. If the shortest and longest differ by more than 2 letters, output only those two. Otherwise output all four.",,,4,,new
829,planning,"List Hogwarts houses. For each house, if its name contains 'r', assign group A, else group B. Sort each group alphabetically. Output group A then group B.",,,5,,new
830,planning,"Name Hogwarts houses. Sort alphabetically. Split into two equal halves. For each half, output the one with more total letters. Then sort those two winners by length.",,,5,,new
831,planning,"List Hogwarts houses. If any house has a name that is a palindrome, output it. Otherwise, take the two alphabetically middle houses and output the one with more vowels.",,,5,,new
832,planning,"List Hogwarts houses. Sort by length. Output them in a sentence: 'From shortest to longest: A, B, C, D'.",,,3,,new
833,planning,Name Hogwarts houses. Sort alphabetically. Output as a numbered list starting from 10 and incrementing by 10.,,,3,,new
834,planning,"List Hogwarts houses. Reverse alphabetical order. Output each with its reversed position (4, 3, 2, 1) prepended.",,,3,,new
835,planning,Name Hogwarts houses. Sort by vowel count descending. Take top 2. Output them as a JSON array of strings.,,,4,,new
836,planning,List Hogwarts houses. Sort alphabetically. Remove the 2nd one. Output remaining 3 as a Python list literal.,,,4,,new
837,planning,Name all Hogwarts houses. Sort by length descending. Take first 3. Uppercase all. Output as a YAML list.,,,4,,new
838,planning,List Hogwarts houses. Sort alphabetically. Assign ranks 1-4. Compute rank * length for each. Sort by this product descending. Output: 'House: product'.,,,5,,new
839,planning,"List Hogwarts houses. Sort by length. Compute cumulative length at each step. Output as CSV: house,length,cumulative_length. Include header.",,,5,,new
840,planning,Name all Hogwarts houses. Sort alphabetically. Compute position * vowel_count for each. Sort by this score ascending. Output as a numbered list.,,,5,,new
841,planning,List Hogwarts houses. Remove the one with the most consonants. Sort remaining by length. Output as a Markdown table with columns: Rank | House | Length.,,,5,,new
842,planning,How many Hogwarts houses have more than 3 vowels? List them and count.,,,2,,new
843,planning,How many Hogwarts houses have names longer than 9 letters? List them.,,,2,,new
844,planning,How many Hogwarts houses end in a consonant? Name them.,,,2,,new
845,planning,Name all Hogwarts houses. Count how many contain the letter 'f'. List those and provide the count.,,,3,,new
846,planning,List Hogwarts houses. Count how many have an odd total letter count. Name them and provide the count.,,,3,,new
847,planning,Name Hogwarts houses. Find how many have a vowel count that is exactly half their total length. Name them.,,,3,,new
848,planning,List Hogwarts houses. Count how many letters are shared between Gryffindor and Slytherin (as sets). Count how many are unique to each. Output all three counts.,,,4,,new
849,planning,List Hogwarts houses. Determine how many houses have the letter 'l' appearing more than once. List those houses.,,,4,,new
850,planning,List all Hogwarts houses. Count the total number of distinct letters used across all four house names. Output the count and list the letters.,,,4,,new
851,planning,"List Hogwarts houses. For each pair of houses, count shared letters. Find the pair with maximum shared letters. Output that pair and the shared count.",,,5,,new
852,planning,"List all Hogwarts houses. For each, compute (length - vowels). Call this the consonant count. Sort by consonant count ascending. Output 'House: consonant_count'.",,,4,,new
853,planning,"Name all Hogwarts houses. For each, compute length mod 3. Group by result (0,1,2). Output each group's houses.",,,4,,new
854,planning,"List Hogwarts houses. For each, compute vowels / length as a fraction. Sort by this fraction descending. Output: 'House: fraction' (as simplified fraction).",,,4,,new
855,planning,List Hogwarts houses. Compute vowel_count * consonant_count for each. Call this the vc_product. Find house with max vc_product. Output it and the value.,,,5,,new
856,planning,Name all Hogwarts houses. Compute (alphabetical_rank * length) for each. Sum all four values. Output the sum.,,,5,,new
857,planning,"List Hogwarts houses alphabetically. Compute the Hamming distance between consecutive pairs (Gryffindor/Hufflepuff, Hufflepuff/Ravenclaw, Ravenclaw/Slytherin) considering only length differences. Output each pair and its distance.",,,5,,new
858,planning,List Hogwarts houses. Compute the absolute difference in letter count between each house and the average letter count of all four. Output: 'House: diff'. Sort by diff descending.,,,5,,new
859,planning,"Name the Hogwarts houses. For each, compute vowel_count ^ 2 (squared). Sum all. Output the sum.",,,4,,new
860,planning,"List Hogwarts houses. Compute (first_letter_position + last_letter_position) in alphabet for each. Sort by total descending. Output: 'House: total'. Use a=1, z=26.",,,4,,new
861,planning,Name all Hogwarts houses. Compute the product of all letter counts. Output: vowel_product (product of vowel counts) and consonant_product separately.,,,5,,new
862,planning,List Hogwarts houses alphabetically. Round 1: Remove the last alphabetically. Round 2: Remove the shortest remaining. Output what remains.,,,3,,new
863,planning,"List Hogwarts houses. Eliminate the one with fewest vowels. From remaining, eliminate the one with the most consonants. Output what remains.",,,3,,new
864,planning,"List Hogwarts houses. Round 1: Remove houses with length < 9. Round 2: From remaining, remove those not containing 'r'. Output the survivor(s).",,,4,,new
865,planning,List Hogwarts houses alphabetically. Eliminate positions 2 and 4. Sort remaining by length. Eliminate the longer one. Output the final survivor.,,,4,,new
866,planning,Name all Hogwarts houses. Eliminate in 3 rounds: Round 1 removes alphabetically last. Round 2 removes most vowels from remaining. Round 3 removes longest from remaining. Output the final survivor.,,,5,,new
867,planning,"List Hogwarts houses. Simulate bracket: Match Gryffindor vs Hufflepuff (longer wins, alphabetical tiebreak) and Ravenclaw vs Slytherin. Then final match of the two winners. Output winner.",,,5,,new
868,planning,"List Hogwarts houses sorted by vowels descending. In each of 3 rounds, remove the current last-placed house. Output the final remaining house.",,,5,,new
869,planning,"Name Hogwarts houses. Assign each a seed (1=most letters, 4=fewest). Simulate: seed 1 vs seed 4 (more vowels advances), seed 2 vs seed 3 (fewer consonants advances). Final: more vowels advances. Name the overall winner.",,,5,,new
870,planning,"Name all Hogwarts houses. Remove the one that comes first alphabetically. From remaining, output the one with the most consonants.",,,3,,new
871,planning,List Hogwarts houses by length descending. Remove the longest. Output the shortest from what remains.,,,3,,new
872,planning,"List Hogwarts houses alphabetically. For each, take the first two letters. Combine them into a single string in order. Output that string.",,,3,,new
873,planning,Name Hogwarts houses. Sort by length ascending. Take the last letter of each. Combine into a word in order. Output it.,,,3,,new
874,planning,List Hogwarts houses. Sort alphabetically. Take the Nth letter of each (N = its alphabetical position among the 4 houses). Combine into a 4-letter string. Output it.,,,4,,new
875,planning,"Name Hogwarts houses. For each, take the vowels only. Sort houses by vowel count ascending. Concatenate the vowels from each house in that order. Output the result.",,,4,,new
876,planning,"List Hogwarts houses alphabetically. From each, extract every other letter (starting position 1). Concatenate all extracted letters. Output the resulting string.",,,5,,new
877,planning,Name Hogwarts houses. Sort by length. Reverse each name. Take the first 3 letters of each reversed name. Concatenate in order. Output the string.,,,5,,new
878,planning,"List Hogwarts houses. Sort alphabetically. For each, take letters at prime positions (1,2,3,5,7,...). Combine letters from all houses. Count the combined string length. Output count and string.",,,5,,new
879,planning,List Hogwarts houses. Sort by vowel count. Concatenate first letters of each house in that sorted order. Output the 4-letter code.,,,3,,new
880,planning,Name Hogwarts houses. Sort alphabetically. Create an acronym from their first letters. Then sort those letters alphabetically. Output both the original and sorted acronym.,,,4,,new
881,planning,"List Hogwarts houses by length ascending. From each, take the middle character (round down if even length). Output the 4-character string formed.",,,4,,new
882,planning,"For each Hogwarts house, determine: does it have >4 vowels? More consonants than vowels? Output both answers per house.",,,3,,new
883,planning,"List Hogwarts houses. For each, answer (True/False): length > 9; starts with consonant. Output as: 'House: T/F, T/F'.",,,3,,new
884,planning,"For each Hogwarts house evaluate: (a) length is prime, (b) vowel count is even, (c) contains double letters. Output results as a table.",,,4,,new
885,planning,"List Hogwarts houses. For each, compute: is length divisible by 3? is vowel count > 3? Combine as AND logic. Output houses where both are True.",,,4,,new
886,planning,"For each Hogwarts house, evaluate 3 conditions: length>=9; vowel_count>=3; contains letter 'n'. Score = number of True conditions. Sort by score descending. Output 'House: score'.",,,5,,new
887,planning,"List Hogwarts houses. For each, build a feature vector: [length>9, vowels>3, contains_r, ends_in_vowel]. Houses sharing identical feature vectors are in the same cluster. Output clusters.",,,5,,new
888,planning,"List Hogwarts houses. For each house pair, check if one name is a substring of the other. Output: 'HouseA–HouseB: yes/no'.",,,4,,new
889,planning,"List Hogwarts houses. For each, check if the number of vowels equals the number of consonants. Output 'yes' or 'no' for each.",,,3,,new
890,planning,"Name Hogwarts houses. For each, check if it contains any repeated letters. Output 'has repeats' or 'no repeats' for each.",,,3,,new
891,planning,"List Hogwarts houses. Determine which house name is closest in length to 9 (minimum absolute difference). If tied, alphabetical. Output that house.",,,4,,new
892,planning,List Hogwarts houses. Sort by vowel count. Break ties by length ascending. Break remaining ties alphabetically. Output numbered.,,,3,,new
893,planning,Name Hogwarts houses. Sort by length. Break ties alphabetically. Output each with its length.,,,3,,new
894,planning,"List Hogwarts houses. Sort by consonant count ascending. For ties, sort by vowel count descending. Output: 'House: consonants/vowels'.",,,4,,new
895,planning,"Name Hogwarts houses. Sort first by whether they contain the letter 'r' (houses with 'r' first), then by length ascending within each group. Output numbered list.",,,4,,new
896,planning,"List Hogwarts houses. Sort by (vowel_count DESC, consonant_count ASC, alphabetical ASC) as a compound sort key. Output in final sorted order.",,,5,,new
897,planning,"List Hogwarts houses. Assign priority: 1 if contains 'e', 2 otherwise. Sort by priority, then by length DESC, then alphabetically. Output the sorted list.",,,5,,new
898,planning,Name Hogwarts houses. Sort by last letter. Break ties by second-to-last letter. Output sorted list.,,,4,,new
899,planning,"List Hogwarts houses. Sort by (contains_double_letter DESC, length ASC). Output sorted list with T/F for double letter.",,,4,,new
900,planning,"List Hogwarts houses. Sort by (first_letter_alphabetical DESC, last_letter_alphabetical ASC, length ASC). Output the sorted order.",,,5,,new
901,planning,Name all Hogwarts houses. Primary sort: houses starting with a vowel come first. Secondary sort: length descending. Tertiary sort: alphabetical. Output the sorted list.,,,5,,new
902,planning,"List Hogwarts houses. Remove any with the letter 'z'. From remaining, remove any with 'x'. Output what remains (or 'ALL' if none removed).",,,3,,new
903,planning,"List Hogwarts houses. If any has exactly 8 letters, output it. If none has exactly 8 letters, output the one closest to 8. Show the letter count.",,,3,,new
904,planning,"Name all Hogwarts houses. Find any pair where one name contains the other as a substring. If none, output 'NONE'.",,,3,,new
905,planning,"List Hogwarts houses. Attempt to sort by alphabetical position of their 5th letter. For houses with fewer than 5 letters, put them last. Output sorted list.",,,4,,new
906,planning,Name Hogwarts houses. Compute length mod 7 for each. Sort by this modular value ascending. Output 'House: mod_value'. Break mod ties alphabetically.,,,4,,new
907,planning,List Hogwarts houses. Reverse each name. Check if reversed name is a valid English word. Output 'House: yes/no (reversed: X)'.,,,5,,new
908,planning,"Name Hogwarts houses. For each, compute the sum of alphabetical positions of all letters. Sort by sum ascending. Output 'House: sum'.",,,5,,new
909,planning,"List all Hogwarts houses. For each pair, compute absolute difference in vowel counts. Find the pair with the largest difference. Output that pair and the difference.",,,5,,new
910,planning,"Name Hogwarts houses. For each, remove all vowels. Sort remaining strings by length descending. Output the consonant strings.",,,4,,new
911,planning,"List Hogwarts houses. For each, remove all consonants. Sort remaining vowel strings alphabetically. Output the vowel strings.",,,4,,new
912,planning,Which two Hogwarts houses have the most letters? List them.,,,2,,new
913,planning,Which two Hogwarts houses have the fewest total vowels? List them.,,,2,,new
914,planning,"Rank all Hogwarts houses by letter count, highest first. Output the ranking.",,,3,,new
915,planning,"Rank Hogwarts houses by vowel count, highest first. For ties, alphabetical. Output the ranking.",,,3,,new
916,planning,List all Hogwarts houses. Rank by: (length * vowel_count). Show the full ranking from highest to lowest.,,,4,,new
917,planning,List Hogwarts houses. Rank them by number of unique letters. Highest rank = most unique. Show rank and unique letter count.,,,4,,new
918,planning,List Hogwarts houses. Create a composite score: (vowel_count * 2) + (unique_letter_count) - (consonant_count). Rank by composite score descending. Output 'Rank. House: score'.,,,5,,new
919,planning,"Name Hogwarts houses. For each, compute 3 ranks: alphabetical rank, length rank, vowel rank. Sum ranks. Sort by sum ascending. Output: 'House: sum_of_ranks'.",,,5,,new
920,planning,"List Hogwarts houses. Assign ordinal ranking for length, vowel count, and consonant count separately. Compute average rank. Sort by average rank ascending. Output all values.",,,5,,new
921,planning,"Name all Hogwarts houses. Create a preference order: prefer houses with even-length names, then more vowels, then alphabetical. Output the ranked list.",,,5,,new
922,planning,"List Hogwarts houses. For each, generate a 3-word alliterative phrase where all words start with the house's first letter. Output one phrase per house.",,,3,,new
923,planning,"Name Hogwarts houses. For each, write the house name followed by a one-word adjective that fits the house's reputation. Output: 'House: adjective'.",,,3,,new
924,planning,"List Hogwarts houses alphabetically. For each, create an acronym where each letter of the house name stands for an adjective or noun. Just use the first two letters for brevity.",,,4,,new
925,planning,"Name Hogwarts houses. For each, output the name with a number attached: the house's position in your sorted list squared. E.g., 'Gryffindor-1'.",,,4,,new
926,planning,"List Hogwarts houses sorted by length. For each, generate a 5-character padded version: center the name in a 12-character field with '-' padding. Output each padded name.",,,5,,new
927,planning,"Name Hogwarts houses. Alphabetical sort. For each, create a 4-letter code: first letter + last letter + vowel count as digit + consonant count as digit. Output codes.",,,5,,new
